gene_name_1,gene_name_2,co_occurrence
IL-1alpha,TNF-alpha,1
TNFRSF1A,IL6R,1
TNFRSF1A,TGFB1,1
TNFRSF1A,IL4,1
TNFRSF1A,IL4R,1
TNFRSF1A,IFNAR2,1
TNFRSF1A,IL15,2
TNFRSF1A,IL6,1
TNFRSF1A,IL1RN,1
TNFRSF1A,IL8RA,1
TNFRSF1A,TGFBR1,1
TNFRSF1A,IL10,1
TNFRSF1A,IL1B,1
TNFRSF1A,TNF,1
TNFRSF1A,TNF-alpha,1
TNFRSF1A,IFNGR2,1
TNFRSF1A,IL8,1
TNFRSF1A,TNFRSF10A,3
DR4,TNF,1
DR4,TNFRSF10A,2
IL6R,TGFB1,1
IL6R,IL4,1
IL6R,IL4R,1
IL6R,IFNAR2,1
IL6R,IL15,1
IL6R,IL6,1
IL6R,IL1RN,1
IL6R,IL8RA,1
IL6R,TGFBR1,1
IL6R,IL10,1
IL6R,IL1B,1
IL6R,TNF,1
IL6R,IFNGR2,1
IL6R,IL8,1
IL6R,TNFRSF10A,1
IFN-beta,IFN-alpha,1
COX-2,COX2,1
IL-7,IL-1beta,1
IL-7,IL15,1
IL-7,IL-7R,1
IL-7,IL-4,1
IL-7,IL-10,1
IL-7,IL-6,1
IL-7,TNF-alpha,1
IL-7,IL-15,2
IgE,TNF,1
IgE,TNF-alpha,1
TGFB1,IL4,1
TGFB1,IL4R,1
TGFB1,IFNAR2,1
TGFB1,IL15,1
TGFB1,IL6,1
TGFB1,IL1RN,1
TGFB1,IL8RA,1
TGFB1,TGFBR1,1
TGFB1,IL10,1
TGFB1,IL1B,1
TGFB1,TNF,1
TGFB1,IFNGR2,1
TGFB1,IL8,1
TGFB1,TNFRSF10A,1
IL4,IL4R,1
IL4,IFNAR2,1
IL4,IL15,1
IL4,IL6,1
IL4,IL1RN,1
IL4,IL8RA,1
IL4,TGFBR1,1
IL4,IL10,1
IL4,IL1B,1
IL4,TNF,1
IL4,IFNGR2,1
IL4,IL8,1
IL4,TNFRSF10A,1
TGF-beta1,IL-7R,1
TGF-beta1,IL-10,3
TGF-beta1,IL-6,1
TGF-beta1,TNF-alpha,2
Tnfa,Il-10,1
Tnfa,IL-10,1
IL4R,IFNAR2,1
IL4R,IL15,1
IL4R,IL6,1
IL4R,IL1RN,1
IL4R,IL8RA,1
IL4R,TGFBR1,1
IL4R,IL10,1
IL4R,IL1B,1
IL4R,TNF,1
IL4R,IFNGR2,1
IL4R,IL8,1
IL4R,TNFRSF10A,1
IFNAR2,IL15,2
IFNAR2,IL6,2
IFNAR2,IL1RN,1
IFNAR2,IL8RA,1
IFNAR2,IL-10,1
IFNAR2,TGFBR1,1
IFNAR2,IL10,1
IFNAR2,IL1B,2
IFNAR2,TNF,1
IFNAR2,TNF-alpha,1
IFNAR2,IFNGR2,1
IFNAR2,IL8,2
IFNAR2,TNFRSF10A,1
IFNAR2,IL7,1
IL-1beta,IL-4,1
IL-1beta,IL-6,1
IL-1beta,IL-1,1
IL-1beta,TNF-alpha,1
IL-1beta,IL-15,1
IL15,IL6,5
IL15,IL1RN,3
IL15,IL8RA,1
IL15,IL-10,1
IL15,TGFBR1,1
IL15,IL10,3
IL15,interleukin 6,1
IL15,tumor necrosis factor,1
IL15,IL1B,1
IL15,TNF,8
IL15,TNF-alpha,1
IL15,IFNGR2,1
IL15,IL8,3
IL15,TNFRSF10A,6
IL15,IL-15,2
IL15,IL7,1
IL6,IL1RN,2
IL6,IL8RA,1
IL6,IL-10,1
IL6,TGFBR1,1
IL6,IL10,3
IL6,interleukin 6,1
IL6,tumor necrosis factor,1
IL6,IL1B,2
IL6,TNF,5
IL6,TNF-alpha,1
IL6,IFNGR2,1
IL6,IL8,3
IL6,TNFRSF10A,1
IL6,IL7,1
IL1RN,IL8RA,1
IL1RN,TGFBR1,1
IL1RN,IL10,2
IL1RN,IL1B,2
IL1RN,TNF,4
IL1RN,IFNGR2,1
IL1RN,IL8,3
IL1RN,TNFRSF10A,3
IL1RN,IL-1 receptor antagonist,1
IL-7R,IL-10,2
IL-7R,IL-6,1
IL-7R,TNF-alpha,2
Il-10,IL-10,1
TGF,TNF,1
IL-4,IL-6,1
IL-4,TNF-alpha,1
IL-4,IL-15,1
IL8RA,TGFBR1,1
IL8RA,IL10,1
IL8RA,IL1B,1
IL8RA,TNF,1
IL8RA,IFNGR2,1
IL8RA,IL8,1
IL8RA,TNFRSF10A,1
IL-10,IL-6,1
IL-10,IL10,1
IL-10,TNF,1
IL-10,NFkappaB,1
IL-10,TNF-alpha,4
IL-10,IL8,1
IL-10,IL7,1
TGFBR1,IL10,1
TGFBR1,IL1B,1
TGFBR1,TNF,1
TGFBR1,IFNGR2,1
TGFBR1,IL8,1
TGFBR1,TNFRSF10A,1
VEGFR2,VEGF,1
VEGFR2,NFkappaB,1
IL-6,TNF-alpha,2
IL-6,IL-15,1
IL10,interleukin 6,1
IL10,tumor necrosis factor,1
IL10,IL1B,2
IL10,TNF,5
IL10,IFNGR2,1
IL10,IL8,2
IL10,TNFRSF10A,3
VEGF,NFkappaB,1
interleukin 6,tumor necrosis factor,1
interleukin 6,TNF,1
tumor necrosis factor,TNF,2
IL1B,TNF,2
IL1B,IFNGR2,1
IL1B,IL8,2
IL1B,TNFRSF10A,1
TNF,TNF-alpha,2
TNF,IFNGR2,1
TNF,IL8,3
TNF,TNFRSF10A,5
NFkappaB,TNF-alpha,2
TNF-alpha,IL8,1
TNF-alpha,TNFRSF10A,1
TNF-alpha,IL-15,1
TNF-alpha,IL7,1
IFNGR2,IL8,1
IFNGR2,TNFRSF10A,1
IL8,TNFRSF10A,2
IL8,IL7,1
IL-15RA,IL-15,1
