gene_name_1,gene_name_2,co_occurrence
p53,Kras,1
p53,Notch1,2
Kras,Notch1,1
MALAT1,metastasis associated lung adenocarcinoma transcript 1,1
Snail,miR-200a,1
Snail,Snail3,1
Snail,Notch1,1
Snail,ZEB2,2
miR-200a,Notch1,1
miR-200a,ZEB2,1
p27,nuclear factor-kappa B,1
Snail3,ZEB2,1
Notch1,COX2,1
Notch1,IGF1-R,1
Notch1,Myc,1
Notch1,ZEB2,1
cell-adhesion molecule-1,ICAM-1,1
ERK1,ERK1/2,1
ERK1,ERK2,1
Notch-1,snail,1
CSL,snail,1
ERK1/2,ERK2,1
